-1,-210
-37,-207
-73,-197
-105,-181
-136,-160
-161,-134
-182,-104
-198,-71
-207,-36
-210,1
-206,37
-197,72
-181,106
-160,135
-135,161
-104,182
-71,198
-36,207
0,210
37,207
72,197
106,182
136,161
161,135
182,104
197,71
207,35
209,-1
206,-37
197,-73
181,-106
160,-136
133,-162
104,-182
71,-198
35,-207
